Pizza No.,Order Date,Order Time,Ord - Del time,Order Receipt (mins), Base prep (mins), Styling (mins), Cooking Time (mins),Boxing (mins),Delivery (mins),Oven Temp ºC,Order Mode,Size,Area,Order Taker,Dough Prep,Stylist,Oven,Boxer,Deliverer,Cust. complaint,Reason,,,,,,,
7822,03/05/2018,23:38:38,39.2,0.86,3.03,0.44,6.51,0.44,27.9,246.9,Phone,Medium,A,Dineo,Tau,Evelyn,Chilli,Bongani,Mary,No,,,,,,,,
7823,03/05/2018,23:42:11,40.8,0.58,3.12,0.60,7.30,0.60,28.6,290.2,App,Family,B,Dineo,Tau,Evelyn,Wasabi,Bongani,Kone,No,,,,,,,,
7824,03/05/2018,23:42:12,43.1,0.79,3.24,0.57,6.87,0.57,31.0,282.2,App,Large,B,Dineo,Tau,Evelyn,Curry,Bongani,Jeff,No,,,,,,,,
7825,03/05/2018,23:42:12,48.8,0.87,3.25,0.38,7.02,0.38,36.9,290.9,Phone,Family,E,Dineo,Tau,Evelyn,Wasabi,Bongani,Mary,No,,,,,,,,
7826,03/05/2018,23:43:38,41.8,0.72,3.19,0.50,7.26,0.50,29.6,288.7,App,Family,D,Dineo,Tau,Evelyn,Wasabi,Bongani,Kone,yes,Wrong topping,,,,,,,
7827,03/05/2018,23:44:49,47.1,0.85,3.55,0.40,7.25,0.40,34.7,273.9,Phone,Large,C,Dineo,Tau,Evelyn,Curry,Bongani,Jeff,yes,Wrong topping,,,,,,,
7828,03/05/2018,23:46:42,41.9,0.69,3.40,0.56,6.55,0.56,30.1,243.2,App,Medium,A,Dineo,Tau,Evelyn,Chilli,Bongani,Mary,No,,,,,,,,
7829,04/05/2018,12:02:28,44.0,0.71,3.35,0.49,6.76,0.49,32.2,242.2,Phone,Medium,D,Dineo,Tau,Tsepo,Chilli,Bongani,Kone,No,,,,,,,,
7830,04/05/2018,12:06:03,47.7,0.70,3.44,0.45,7.26,0.45,35.4,293.0,App,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Jeff,No,,,,,,,,
7831,04/05/2018,12:09:13,39.0,0.80,3.06,0.53,7.35,0.53,26.8,290.6,Phone,Family,B,Dineo,Tau,Tsepo,Wasabi,Bongani,Mary,No,,,,,,,,
7832,04/05/2018,12:10:02,42.0,0.81,3.25,0.37,6.58,0.37,30.6,247.9,Phone,Medium,E,Dineo,Tau,Tsepo,Chilli,Bongani,Kone,No,,,,,,,,
7833,04/05/2018,12:11:45,39.4,0.72,3.12,0.52,6.14,0.52,28.3,242.3,App,Small,E,Dineo,Tau,Tsepo,Chilli,Bongani,Jeff,No,,,,,,,,
7834,04/05/2018,12:18:21,37.8,1.07,3.44,0.46,6.72,0.46,25.7,241.9,Phone,Small,A,Dineo,Tau,Tsepo,Chilli,Bongani,Mary,No,,,,,,,,
7835,04/05/2018,12:22:01,39.0,1.10,3.52,0.49,6.69,0.49,26.7,281.4,App,Large,A,Dineo,Tau,Tsepo,Curry,Bongani,Kone,No,,,,,,,,
7836,04/05/2018,12:24:44,46.3,0.66,3.43,0.41,6.65,0.41,34.8,281.9,App,Large,B,Dineo,Tau,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
7837,04/05/2018,12:26:26,49.0,0.76,3.30,0.42,6.97,0.42,37.1,282.7,Phone,Large,E,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7838,04/05/2018,12:27:09,44.3,0.72,3.37,0.50,6.49,0.50,32.7,240.6,Phone,Medium,E,Dineo,Tau,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
7839,04/05/2018,12:35:59,45.2,0.86,3.56,0.62,7.17,0.62,32.3,281.8,App,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Sei,No,,,,,,,,
7840,04/05/2018,12:39:51,42.1,0.64,3.40,0.47,7.01,0.47,30.1,279.1,Phone,Large,A,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7841,04/05/2018,12:47:51,39.9,0.70,3.27,0.35,5.93,0.35,29.3,246.1,App,Small,A,Dineo,Tau,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
7842,04/05/2018,12:48:52,41.3,0.77,3.42,0.50,6.41,0.50,29.7,245.9,Phone,Small,B,Dineo,Tau,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
7843,04/05/2018,12:51:07,47.0,0.67,3.39,0.36,6.62,0.36,35.6,242.1,Phone,Medium,D,Dineo,Tau,Tsepo,Chilli,Bongani,Lebo,No,,,,,,,,
7844,04/05/2018,13:08:36,42.2,0.82,3.61,0.57,7.29,0.57,29.3,291.1,App,Family,C,Dineo,Tau,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
7845,04/05/2018,13:15:21,50.9,0.85,3.58,0.44,6.79,0.44,38.8,276.3,App,Large,E,Dineo,Tau,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
7846,04/05/2018,13:17:31,53.4,0.92,3.64,0.52,7.40,0.52,40.4,295.7,App,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Lebo,No,,,,,,,,
7847,04/05/2018,13:20:59,39.9,0.57,3.29,0.50,6.74,0.50,28.3,246.6,App,Small,E,Dineo,Tau,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
7848,04/05/2018,13:25:31,35.7,0.99,3.34,0.46,7.35,0.46,23.1,293.0,App,Family,A,Dineo,Tau,Tsepo,Wasabi,Bongani,Sei,No,,,,,,,,
7849,04/05/2018,13:26:09,54.5,1.08,3.23,0.44,6.13,0.44,43.2,248.2,App,Small,E,Dineo,Tau,Tsepo,Chilli,Bongani,Lebo,No,,,,,,,,
7850,04/05/2018,13:28:43,43.5,0.88,3.47,0.53,7.25,0.53,30.8,286.1,App,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
7851,04/05/2018,14:06:34,49.5,0.53,3.35,0.40,7.08,0.40,37.7,275.0,App,Large,E,Dineo,Tau,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
7852,04/05/2018,14:15:53,36.3,0.77,3.29,0.54,6.79,0.54,24.4,273.8,App,Large,A,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7853,04/05/2018,14:16:34,52.3,0.53,3.60,0.38,7.44,0.38,40.0,295.6,App,Family,C,Dineo,Tau,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
7854,04/05/2018,14:18:22,42.5,0.76,3.68,0.51,6.88,0.51,30.1,280.2,App,Large,C,Dineo,Tau,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
7855,04/05/2018,14:21:19,35.8,0.90,3.35,0.43,6.87,0.43,23.9,273.0,App,Large,A,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7856,04/05/2018,14:23:11,52.2,0.51,3.57,0.45,6.74,0.45,40.5,280.8,Phone,Large,E,Dineo,Tau,Tsepo,Curry,Bongani,Rita,No,,,,,,,,
7857,04/05/2018,14:44:52,49.1,0.56,3.61,0.46,7.07,0.46,36.9,286.9,Phone,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Sei,No,,,,,,,,
7858,04/05/2018,14:51:28,39.5,0.84,3.44,0.55,7.41,0.55,26.7,288.4,App,Family,B,Dineo,Tau,Tsepo,Wasabi,Bongani,Lebo,No,,,,,,,,
7859,04/05/2018,14:53:07,42.4,0.92,3.49,0.43,7.27,0.43,29.8,293.3,Phone,Family,B,Dineo,Tau,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
7860,04/05/2018,14:55:30,44.3,0.77,3.27,0.39,6.40,0.39,33.1,242.0,App,Small,E,Dineo,Tau,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
7861,04/05/2018,15:03:50,35.4,0.88,3.48,0.40,6.64,0.40,23.6,278.2,Phone,Large,A,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7862,04/05/2018,15:12:19,45.9,0.76,3.35,0.48,6.77,0.48,34.0,275.7,App,Large,E,Dineo,Tau,Tsepo,Curry,Bongani,Rita,No,,,,,,,,
7863,04/05/2018,15:19:52,35.1,0.80,3.34,0.52,7.20,0.52,22.8,284.5,Phone,Family,C,Dineo,Tau,Tsepo,Wasabi,Bongani,Sei,No,,,,,,,,
7864,04/05/2018,15:25:15,46.2,1.02,3.32,0.42,6.87,0.42,34.2,280.5,App,Large,B,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7865,04/05/2018,15:28:39,43.3,0.67,3.20,0.36,6.35,0.36,32.3,243.2,App,Small,D,Dineo,Tau,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
7866,04/05/2018,15:32:52,53.6,0.67,3.53,0.49,7.20,0.49,41.2,287.0,Phone,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Sei,yes,Wrong Size,,,,,,,
7867,04/05/2018,15:42:06,53.4,0.52,3.42,0.49,7.13,0.49,41.3,287.7,Phone,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Lebo,No,,,,,,,,
7868,04/05/2018,15:45:12,51.0,0.67,3.08,0.49,6.43,0.49,39.8,252.2,Phone,Small,E,Dineo,Tau,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
7869,04/05/2018,15:48:25,45.7,0.96,3.28,0.50,7.33,0.50,33.1,288.3,App,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Sei,No,,,,,,,,
7870,04/05/2018,16:06:49,42.1,0.72,3.19,0.45,7.09,0.45,30.2,284.8,App,Large,A,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7871,04/05/2018,16:19:34,42.2,0.58,3.46,0.56,7.35,0.56,29.6,282.1,Phone,Family,C,Dineo,Tau,Tsepo,Wasabi,Bongani,Rita,yes,Wrong Size,,,,,,,
7872,04/05/2018,16:20:58,40.7,1.06,3.33,0.57,6.12,0.57,29.0,240.6,Phone,Small,C,Dineo,Tau,Tsepo,Chilli,Bongani,Sei,No,,,,,,,,
7873,04/05/2018,16:47:01,39.5,0.84,3.33,0.46,6.60,0.46,27.8,277.6,App,Large,A,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7874,04/05/2018,16:48:38,50.6,0.88,3.31,0.37,6.69,0.37,39.0,248.2,App,Medium,E,Dineo,Tau,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
7875,04/05/2018,16:50:38,48.9,1.04,3.41,0.33,6.93,0.33,36.9,275.6,App,Large,E,Dineo,Tau,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
7876,04/05/2018,16:58:01,44.2,0.68,3.49,0.60,7.26,0.60,31.5,286.3,App,Family,D,Dineo,Tau,Tsepo,Wasabi,Bongani,Lebo,No,,,,,,,,
7877,04/05/2018,17:00:54,38.5,0.65,3.00,0.62,6.85,0.62,26.7,279.2,App,Large,B,Dineo,Tau,Tsepo,Curry,Bongani,Rita,No,,,,,,,,
3045,28/03/2018,18:00:47,53.6,0.53,3.15,0.50,6.44,0.50,42.5,243.7,Phone,Small,E,Maria,Tau,Jim,Chilli,Rohan,Jeff,yes,Late delivery,,,,,,,
8984,12/05/2018,18:49:11,53.6,0.81,3.30,0.58,6.34,0.58,42.0,245.0,App,Medium,E,Maria,Vivaan,Jim,Chilli,Pat,Rita,yes,Late delivery,,,,,,,
7880,04/05/2018,17:20:42,53.5,0.70,3.20,0.40,7.19,0.40,41.6,284.0,App,Family,E,Dineo,Tau,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
4023,04/04/2018,18:34:45,53.6,0.56,3.17,0.45,6.40,0.45,42.6,245.5,Phone,Medium,E,Kim,Alexia,Jim,Chilli,Bongani,Rita,yes,Late delivery,,,,,,,
7882,04/05/2018,17:25:24,39.6,0.62,3.32,0.54,6.62,0.54,28.0,244.1,Phone,Medium,B,Dineo,Tau,Tsepo,Chilli,Bongani,Lebo,No,,,,,,,,
7883,04/05/2018,17:26:06,56.5,0.61,3.41,0.47,7.17,0.47,44.4,284.9,Phone,Family,C,Dineo,Tau,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
7884,04/05/2018,17:26:56,40.2,0.77,3.43,0.37,6.78,0.37,28.5,271.3,App,Large,B,Dineo,Tau,Tsepo,Curry,Bongani,Sei,No,,,,,,,,
7885,04/05/2018,17:35:54,42.8,0.58,3.13,0.54,7.35,0.54,30.6,273.0,Phone,Large,B,Dineo,Tau,Tsepo,Curry,Bongani,Lebo,No,,,,,,,,
7886,04/05/2018,17:37:12,40.3,0.65,3.37,0.34,6.84,0.34,28.7,243.9,Phone,Medium,A,Dineo,Tau,Tsepo,Chilli,Bongani,Rita,No,,,,,,,,
12397,08/06/2018,17:15:36,53.7,0.51,3.44,0.52,7.50,0.52,41.2,286.7,App,Family,E,Kim,Alexia,Tsepo,Wasabi,Bongni,Kone,yes,Late delivery,,,,,,,
6766,26/04/2018,17:43:28,53.7,0.58,3.32,0.40,6.69,0.40,42.3,239.4,Phone,Small,E,Kim,Alexia,Sally,Chilli,Pat,Jeff,yes,Late delivery,,,,,,,
7889,04/05/2018,17:51:20,64.2,0.92,3.80,0.54,7.04,0.54,51.4,278.1,Phone,Family,C,Dineo,Tau,Tsepo,Wasabi,Bongani,Rita,No,,,,,,,,
9921,19/05/2018,17:49:24,53.7,0.71,3.41,0.50,6.50,0.50,42.1,243.9,Phone,Medium,E,Kim,Vivaan,Tsepo,Chilli,Bongani,Mary,yes,Late delivery,,,,,,,
7891,04/05/2018,18:01:04,40.4,0.49,3.35,0.36,6.78,0.36,29.1,247.1,App,Small,B,Dineo,Tau,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
7892,04/05/2018,18:01:53,39.2,0.83,3.41,0.41,6.80,0.41,27.3,245.1,Phone,Medium,A,Dineo,Tau,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
7893,04/05/2018,18:03:34,37.3,0.69,3.42,0.55,7.39,0.55,24.7,295.2,Phone,Family,A,Dineo,Tau,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
7894,04/05/2018,18:07:57,42.2,0.58,3.21,0.54,7.44,0.54,29.8,293.5,App,Family,D,Dineo,Tau,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
7895,04/05/2018,18:09:05,51.1,0.69,3.24,0.55,6.15,0.55,39.9,245.2,App,Small,E,Dineo,Tau,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
7896,04/05/2018,18:11:25,53.7,0.83,3.29,0.64,6.55,0.64,41.8,248.0,Phone,Medium,E,Dineo,Tau,Evelyn,Chilli,Bongani,Sei,yes,Wrong topping,,,,,,,
7897,04/05/2018,18:14:19,61.7,0.71,3.66,0.38,7.23,0.38,49.3,283.5,App,Family,C,Dineo,Tau,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
7898,04/05/2018,18:22:06,38.6,0.75,3.37,0.44,6.93,0.44,26.6,277.4,App,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
7899,04/05/2018,18:24:08,49.7,0.68,3.26,0.42,6.79,0.42,38.1,243.4,Phone,Medium,E,Dineo,Tau,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
7900,04/05/2018,18:31:00,38.1,0.62,3.49,0.35,6.89,0.35,26.4,276.3,Phone,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
11158,28/05/2018,17:17:35,53.9,1.01,3.10,0.47,6.74,0.47,42.1,278.6,App,Large,C,Dineo,Alexia,Tsepo,Curry,Pat,Kone,yes,late delivery,,,,,,,
10906,26/05/2018,18:24:44,53.9,0.85,3.14,0.57,6.47,0.57,42.3,249.4,App,Small,E,Dineo,Alexia,Jim,Chilli,Rohan,Mary,Yes,Late Delivery,,,,,,,
7903,04/05/2018,18:38:50,35.3,0.90,3.33,0.38,6.69,0.38,23.6,281.2,Phone,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
234,07/03/2018,17:46:18,54.0,0.51,3.43,0.54,6.84,0.54,42.1,276.8,App,Large,E,Dineo,Vivaan,Sally,Curry,Pat,Jeff,yes,Late delivery,,,,,,,
7905,04/05/2018,18:54:11,55.0,0.81,3.06,0.49,6.39,0.49,43.8,243.1,App,Small,E,Dineo,Tau,Evelyn,Chilli,Bongani,Sei,No,,,,,,,,
7906,04/05/2018,18:54:52,37.5,0.61,3.34,0.46,6.49,0.46,26.1,242.5,App,Medium,D,Dineo,Tau,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
7907,04/05/2018,19:00:40,35.4,0.61,3.29,0.51,6.33,0.51,24.2,242.2,App,Medium,B,Dineo,Tau,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
1992,19/03/2018,19:11:48,54.0,1.01,3.38,0.55,6.90,0.55,41.6,281.4,Phone,Large,E,Dineo,Tau,Jim,Curry,Pat,Sei,yes,Late delivery,,,,,,,
7909,04/05/2018,19:04:35,37.8,0.70,3.42,0.54,6.35,0.54,26.2,241.5,App,Small,A,Dineo,Tau,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
7910,04/05/2018,19:06:05,49.0,1.02,3.29,0.37,7.31,0.37,36.6,286.7,App,Family,E,Dineo,Tau,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
11889,03/06/2018,18:12:43,54.0,0.75,3.28,0.54,7.31,0.54,41.6,291.5,Phone,Family,E,Maria,Tau,Evelyn,Wasabi,Bongni,Mary,yes,Late delivery,,,,,,,
7912,04/05/2018,19:12:10,38.5,0.88,3.23,0.56,6.39,0.56,26.9,246.6,Phone,Medium,A,Dineo,Tau,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
7913,04/05/2018,19:14:02,41.4,0.78,3.38,0.41,6.63,0.41,29.8,242.4,Phone,Medium,B,Dineo,Tau,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
4785,09/04/2018,17:20:12,54.1,0.85,3.30,0.30,6.37,0.30,43.0,245.9,App,Small,E,Kim,Alexia,Sally,Chilli,Pat,Rita,yes,Late delivery,,,,,,,
7915,04/05/2018,19:26:30,46.1,0.66,3.56,0.44,7.56,0.44,33.5,285.3,Phone,Family,D,Dineo,Tau,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
7916,04/05/2018,19:29:42,37.5,0.85,3.38,0.41,6.57,0.41,25.9,248.0,App,Small,A,Dineo,Tau,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
7917,04/05/2018,19:31:02,45.8,0.75,3.44,0.43,6.95,0.43,33.8,274.1,Phone,Large,D,Dineo,Tau,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
4311,06/04/2018,17:32:04,54.1,1.01,3.42,0.57,6.45,0.57,42.1,241.0,App,Small,E,Kim,Alexia,Sally,Chilli,Pat,Sei,yes,Late delivery,,,,,,,
7919,04/05/2018,19:34:48,40.7,0.64,3.34,0.49,6.85,0.49,28.9,274.7,App,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
7920,04/05/2018,19:40:19,50.2,0.80,3.70,0.49,7.26,0.49,37.5,295.5,App,Family,E,Dineo,Tau,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
7921,04/05/2018,19:41:04,44.9,0.69,3.41,0.43,6.62,0.43,33.3,246.3,App,Medium,E,Dineo,Tau,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
7922,04/05/2018,19:43:05,37.1,1.02,3.24,0.51,6.21,0.51,25.7,242.0,Phone,Small,B,Dineo,Tau,Evelyn,Chilli,Bongani,Rita,No,,,,,,,,
4028,04/04/2018,18:51:58,54.1,0.69,3.23,0.47,7.48,0.47,41.8,288.5,Phone,Family,E,Kim,Alexia,Jim,Wasabi,Bongani,Lebo,yes,Late delivery,,,,,,,
7924,04/05/2018,19:50:13,40.7,0.90,3.40,0.48,6.69,0.48,28.8,237.8,App,Medium,B,Dineo,Tau,Evelyn,Chilli,Bongani,Lebo,No,,,,,,,,
7925,04/05/2018,19:51:17,42.9,0.92,3.40,0.48,6.68,0.48,30.9,283.3,Phone,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
1997,19/03/2018,19:42:55,54.2,0.90,3.45,0.59,6.72,0.59,41.9,240.8,Phone,Medium,C,Dineo,Tau,Jim,Chilli,Pat,Rita,yes,late delivery,,,,,,,
7927,04/05/2018,19:56:24,34.0,0.63,3.34,0.47,7.25,0.47,21.8,289.6,Phone,Family,B,Dineo,Tau,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
12170,06/06/2018,18:43:37,54.2,0.65,3.59,0.48,6.89,0.48,42.1,275.5,App,Large,E,Kim,Tau,Evelyn,Curry,Bongni,Rita,yes,Late delivery,,,,,,,
7929,04/05/2018,19:59:42,45.0,0.90,3.40,0.37,6.52,0.37,33.5,278.1,Phone,Large,E,Dineo,Tau,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
7930,04/05/2018,20:03:04,38.9,0.80,3.58,0.46,7.14,0.46,26.5,272.8,App,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
7931,04/05/2018,20:06:59,41.6,0.95,3.27,0.56,7.22,0.56,29.0,292.4,Phone,Family,E,Dineo,Tau,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
7932,04/05/2018,20:10:49,41.9,0.45,3.34,0.52,6.79,0.52,30.2,280.8,App,Large,D,Dineo,Tau,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
7933,04/05/2018,20:12:31,39.0,1.09,3.25,0.46,7.14,0.46,26.6,276.9,App,Large,B,Dineo,Tau,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
7934,04/05/2018,20:20:04,42.7,0.84,3.71,0.56,6.93,0.56,30.1,276.3,App,Large,D,Dineo,Tau,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
7935,04/05/2018,20:23:15,39.0,0.61,3.51,0.37,6.71,0.37,27.4,278.2,Phone,Large,C,Dineo,Tau,Evelyn,Curry,Bongani,Sei,No,,,,,,,,
7936,04/05/2018,20:24:47,50.0,0.71,3.41,0.49,6.98,0.49,37.9,273.7,Phone,Large,E,Dineo,Tau,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
7937,04/05/2018,20:26:01,49.3,1.02,3.58,0.41,6.80,0.41,37.1,275.7,Phone,Large,E,Dineo,Tau,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
7938,04/05/2018,20:28:24,49.6,0.69,3.64,0.49,7.19,0.49,37.1,287.4,Phone,Family,E,Dineo,Tau,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
7939,04/05/2018,20:29:44,43.4,0.71,3.36,0.52,7.31,0.52,31.0,283.1,App,Family,A,Dineo,Tau,Evelyn,Wasabi,Bongani,Lebo,No,,,,,,,,
7940,04/05/2018,20:31:48,45.9,0.70,3.31,0.40,7.22,0.40,33.9,288.2,Phone,Family,B,Dineo,Tau,Evelyn,Wasabi,Bongani,Rita,No,,,,,,,,
7941,04/05/2018,20:33:08,41.4,0.75,3.39,0.42,7.06,0.42,29.4,286.2,App,Family,B,Dineo,Tau,Evelyn,Wasabi,Bongani,Sei,No,,,,,,,,
7942,04/05/2018,20:44:58,37.3,0.69,3.54,0.42,6.86,0.42,25.4,280.0,App,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Lebo,No,,,,,,,,
7943,04/05/2018,20:46:00,52.9,0.83,3.34,0.52,7.17,0.52,40.5,271.9,App,Large,E,Dineo,Tau,Evelyn,Curry,Bongani,Rita,No,,,,,,,,
7944,04/05/2018,20:49:03,43.6,0.55,3.45,0.57,6.84,0.57,31.6,274.1,Phone,Large,D,Dineo,Tau,Evelyn,Curry,Bongani,Kone,No,,,,,,,,
7945,04/05/2018,20:52:35,36.4,0.79,3.39,0.36,7.29,0.36,24.2,278.4,Phone,Large,C,Dineo,Tau,Evelyn,Curry,Bongani,Jeff,No,,,,,,,,
7946,04/05/2018,20:54:26,39.2,0.88,3.30,0.45,6.84,0.45,27.3,277.1,App,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Mary,No,,,,,,,,
7947,04/05/2018,20:55:41,41.1,0.86,3.60,0.48,6.89,0.48,28.8,281.4,Phone,Large,D,Dineo,Tau,Evelyn,Curry,Bongani,Kone,No,,,,,,,,
7948,04/05/2018,20:59:23,50.9,0.61,3.41,0.54,6.37,0.54,39.4,248.0,Phone,Small,E,Dineo,Tau,Evelyn,Chilli,Bongani,Jeff,No,,,,,,,,
7949,04/05/2018,21:01:30,45.0,0.85,3.50,0.62,6.93,0.62,32.5,273.8,App,Large,B,Dineo,Tau,Evelyn,Curry,Bongani,Mary,No,,,,,,,,
7950,04/05/2018,21:03:51,45.8,0.81,3.41,0.41,6.65,0.41,34.1,279.9,Phone,Large,E,Dineo,Tau,Evelyn,Curry,Bongani,Kone,No,,,,,,,,
7951,04/05/2018,21:06:48,45.2,0.79,3.32,0.39,6.54,0.39,33.8,246.5,App,Small,E,Dineo,Tau,Evelyn,Chilli,Bongani,Jeff,No,,,,,,,,
7952,04/05/2018,21:12:41,41.4,0.57,3.39,0.47,6.81,0.47,29.7,272.9,Phone,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Mary,No,,,,,,,,
7953,04/05/2018,21:13:52,41.4,0.81,3.51,0.51,6.93,0.51,29.1,277.6,App,Large,A,Dineo,Tau,Evelyn,Curry,Bongani,Kone,No,,,,,,,,
7954,04/05/2018,21:23:29,43.1,0.62,3.22,0.59,6.64,0.59,31.4,240.7,Phone,Medium,B,Dineo,Tau,Evelyn,Chilli,Bongani,Jeff,No,,,,,,,,
7955,04/05/2018,21:24:34,40.3,0.96,3.15,0.55,7.02,0.55,28.1,280.5,Phone,Large,B,Dineo,Tau,Evelyn,Curry,Bongani,Mary,No,,,,,,,,
7956,04/05/2018,21:26:17,53.6,0.94,3.35,0.47,6.84,0.47,41.5,276.7,App,Large,E,Dineo,Tau,Evelyn,Curry,Bongani,Kone,No,,,,,,,,
7957,04/05/2018,21:40:44,48.7,0.59,3.28,0.54,6.32,0.54,37.5,245.0,Phone,Small,E,Dineo,Tau,Evelyn,Chilli,Bongani,Jeff,No,,,,,,,,
7958,04/05/2018,21:42:18,41.6,0.82,3.14,0.42,7.58,0.42,29.3,284.4,App,Family,A,Dineo,Tau,Evelyn,Wasabi,Bongani,Mary,No,,,,,,,,
7959,04/05/2018,21:50:26,41.1,0.76,3.47,0.41,7.19,0.41,28.9,288.6,App,Family,A,Dineo,Tau,Evelyn,Wasabi,Bongani,Kone,No,,,,,,,,
7960,04/05/2018,21:52:28,39.1,0.99,3.48,0.42,7.15,0.42,26.7,286.3,App,Family,B,Dineo,Tau,Evelyn,Wasabi,Bongani,Jeff,No,,,,,,,,
7961,04/05/2018,21:59:27,42.2,0.77,3.35,0.53,6.61,0.53,30.4,246.0,Phone,Small,D,Dineo,Tau,Evelyn,Chilli,Bongani,Mary,No,,,,,,,,
7962,04/05/2018,22:02:57,38.8,0.74,3.46,0.44,6.38,0.44,27.3,246.1,Phone,Small,C,Dineo,Tau,Evelyn,Chilli,Bongani,Kone,No,,,,,,,,
7963,04/05/2018,22:08:30,52.9,0.81,3.44,0.38,7.36,0.38,40.5,286.9,App,Family,E,Dineo,Tau,Evelyn,Wasabi,Bongani,Jeff,No,,,,,,,,
7964,04/05/2018,22:08:35,51.6,0.80,3.40,0.54,7.28,0.54,39.0,286.3,App,Family,E,Dineo,Tau,Evelyn,Wasabi,Bongani,Mary,No,,,,,,,,
7965,04/05/2018,22:08:42,48.8,0.70,3.24,0.47,6.65,0.47,37.3,243.7,App,Medium,E,Dineo,Tau,Evelyn,Chilli,Bongani,Kone,No,,,,,,,,
